學校代碼,學校名稱,日間∕進修別,等級別,一年級男生,一年級女生,二年級男生,二年級女生,三年級男生,三年級女生,四年級男生,四年級女生,五年級男生,五年級女生,六年級男生,六年級女生,七年級男生,七年級女生,延修生男生,延修生女生,縣市名稱,體系別,學年度,city_name,總計,sector,男生計,女生計,一年級男,一年級女,二年級男,二年級女,三年級男,三年級女,四年級男,四年級女,五年級男,五年級女,六年級男,六年級女,七年級男,七年級女,延修生男,延修生女,華語先修生男,華語先修生女
1084,亞東科技大學,D 日,C 二技,,,,,,,,,,,,,,,,,01 新北市,2 技職,112,新北市,177.0,私立,14.0,163.0,0.0,0.0,0.0,0.0,7.0,83.0,7.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1084,亞東科技大學,N 修,C 二技,,,,,,,,,,,,,,,,,01 新北市,2 技職,112,新北市,148.0,私立,11.0,137.0,0.0,0.0,0.0,0.0,7.0,43.0,4.0,42.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,1.0,,
1125,中信金融管理學院,D 日,M 碩士,,,,,,,,,,,,,,,,,21 臺南市,1 一般,112,臺南市,114.0,私立,50.0,64.0,23.0,41.0,21.0,17.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1125,中信金融管理學院,N 職,M 碩士,,,,,,,,,,,,,,,,,21 臺南市,1 一般,112,臺南市,44.0,私立,24.0,20.0,14.0,16.0,9.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1125,中信金融管理學院,D 日,B 學士,,,,,,,,,,,,,,,,,21 臺南市,1 一般,112,臺南市,799.0,私立,446.0,353.0,123.0,109.0,87.0,88.0,124.0,74.0,102.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,,
1148,大漢技術學院,D 日,M 碩士,,,,,,,,,,,,,,,,,15 花蓮縣,2 技職,112,花蓮縣,73.0,私立,44.0,29.0,19.0,7.0,17.0,10.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1148,大漢技術學院,D 日,B 四技,,,,,,,,,,,,,,,,,15 花蓮縣,2 技職,112,花蓮縣,97.0,私立,57.0,40.0,11.0,7.0,9.0,5.0,13.0,9.0,19.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,,
1148,大漢技術學院,N 修,B 四技,,,,,,,,,,,,,,,,,15 花蓮縣,2 技職,112,花蓮縣,216.0,私立,135.0,81.0,17.0,15.0,31.0,21.0,30.0,22.0,47.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,,
1148,大漢技術學院,N 修,C 二技,,,,,,,,,,,,,,,,,15 花蓮縣,2 技職,112,花蓮縣,164.0,私立,88.0,76.0,0.0,0.0,0.0,0.0,47.0,42.0,40.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,,
1148,大漢技術學院,N 修,2 二專,,,,,,,,,,,,,,,,,15 花蓮縣,2 技職,112,花蓮縣,51.0,私立,19.0,32.0,9.0,10.0,8.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,,
1168,南亞技術學院,D 日,M 碩士,,,,,,,,,,,,,,,,,03 桃園市,2 技職,112,桃園市,1.0,私立,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1168,南亞技術學院,D 日,B 四技,,,,,,,,,,,,,,,,,03 桃園市,2 技職,112,桃園市,853.0,私立,592.0,261.0,148.0,53.0,136.0,41.0,100.0,57.0,173.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,16.0,,
1168,南亞技術學院,N 修,B 四技,,,,,,,,,,,,,,,,,03 桃園市,2 技職,112,桃園市,223.0,私立,101.0,122.0,20.0,43.0,17.0,23.0,18.0,24.0,26.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,4.0,,
1168,南亞技術學院,N 修,C 二技,,,,,,,,,,,,,,,,,03 桃園市,2 技職,112,桃園市,845.0,私立,216.0,629.0,0.0,0.0,0.0,0.0,99.0,331.0,111.0,286.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,12.0,,
1168,南亞技術學院,D 日,5 五專,,,,,,,,,,,,,,,,,03 桃園市,2 技職,112,桃園市,77.0,私立,46.0,31.0,0.0,0.0,0.0,0.0,18.0,9.0,9.0,11.0,17.0,9.0,0.0,0.0,0.0,0.0,2.0,2.0,,
1183,黎明技術學院,D 日,M 碩士,,,,,,,,,,,,,,,,,01 新北市,2 技職,112,新北市,14.0,私立,5.0,9.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1183,黎明技術學院,D 日,B 四技,,,,,,,,,,,,,,,,,01 新北市,2 技職,112,新北市,3099.0,私立,1570.0,1529.0,395.0,409.0,363.0,343.0,328.0,349.0,346.0,338.0,0.0,0.0,0.0,0.0,0.0,0.0,138.0,90.0,,
1183,黎明技術學院,N 修,B 四技,,,,,,,,,,,,,,,,,01 新北市,2 技職,112,新北市,1262.0,私立,857.0,405.0,311.0,144.0,176.0,91.0,186.0,71.0,151.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,18.0,,
1183,黎明技術學院,N 修,C 二技,,,,,,,,,,,,,,,,,01 新北市,2 技職,112,新北市,57.0,私立,17.0,40.0,0.0,0.0,0.0,0.0,13.0,25.0,4.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1183,黎明技術學院,D 日,5 五專,,,,,,,,,,,,,,,,,01 新北市,2 技職,112,新北市,310.0,私立,251.0,59.0,60.0,11.0,63.0,14.0,53.0,13.0,38.0,12.0,29.0,8.0,0.0,0.0,0.0,0.0,8.0,1.0,,
1185,德育護理健康學院,D 日,M 碩士,,,,,,,,,,,,,,,,,17 基隆市,2 技職,112,基隆市,45.0,私立,6.0,39.0,3.0,15.0,2.0,11.0,1.0,10.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1185,德育護理健康學院,N 職,M 碩士,,,,,,,,,,,,,,,,,17 基隆市,2 技職,112,基隆市,54.0,私立,14.0,40.0,9.0,21.0,5.0,13.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1185,德育護理健康學院,D 日,B 四技,,,,,,,,,,,,,,,,,17 基隆市,2 技職,112,基隆市,1356.0,私立,534.0,822.0,149.0,263.0,129.0,200.0,82.0,144.0,85.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,62.0,,
1185,德育護理健康學院,D 日,C 二技,,,,,,,,,,,,,,,,,17 基隆市,2 技職,112,基隆市,136.0,私立,16.0,120.0,0.0,0.0,0.0,0.0,10.0,76.0,6.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,
1185,德育護理健康學院,N 修,C 二技,,,,,,,,,,,,,,,,,17 基隆市,2 技職,112,基隆市,738.0,私立,99.0,639.0,0.0,0.0,0.0,0.0,49.0,342.0,44.0,281.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0,,
1185,德育護理健康學院,N 修,2 二專,,,,,,,,,,,,,,,,,17 基隆市,2 技職,112,基隆市,164.0,私立,28.0,136.0,16.0,67.0,8.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,,
1185,德育護理健康學院,D 日,5 五專,,,,,,,,,,,,,,,,,17 基隆市,2 技職,112,基隆市,961.0,私立,238.0,723.0,60.0,181.0,45.0,146.0,46.0,149.0,35.0,119.0,40.0,98.0,0.0,0.0,0.0,0.0,12.0,30.0,,
1188,大同技術學院,D 日,B 四技,,,,,,,,,,,,,,,,,20 嘉義市,2 技職,112,嘉義市,71.0,私立,30.0,41.0,0.0,0.0,0.0,0.0,12.0,19.0,17.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,,
1188,大同技術學院,N 修,B 四技,,,,,,,,,,,,,,,,,20 嘉義市,2 技職,112,嘉義市,56.0,私立,13.0,43.0,0.0,0.0,0.0,0.0,4.0,25.0,7.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,,
1188,大同技術學院,N 修,C 二技,,,,,,,,,,,,,,,,,20 嘉義市,2 技職,112,嘉義市,3.0,私立,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,
1188,大同技術學院,N 修,2 二專,,,,,,,,,,,,,,,,,20 嘉義市,2 技職,112,嘉義市,1.0,私立,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,
1188,大同技術學院,D 日,5 五專,,,,,,,,,,,,,,,,,20 嘉義市,2 技職,112,嘉義市,14.0,私立,6.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,,
1195,馬偕醫學院,D 日,D 博士,,,,,,,,,,,,,,,,,01 新北市,1 一般,112,新北市,12.0,私立,10.0,2.0,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1195,馬偕醫學院,D 日,M 碩士,,,,,,,,,,,,,,,,,01 新北市,1 一般,112,新北市,61.0,私立,18.0,43.0,7.0,19.0,8.0,16.0,1.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1195,馬偕醫學院,N 職,M 碩士,,,,,,,,,,,,,,,,,01 新北市,1 一般,112,新北市,33.0,私立,7.0,26.0,3.0,9.0,3.0,13.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1195,馬偕醫學院,D 日,B 學士,,,,,,,,,,,,,,,,,01 新北市,1 一般,112,新北市,749.0,私立,282.0,467.0,67.0,122.0,41.0,104.0,54.0,109.0,59.0,89.0,28.0,19.0,27.0,17.0,0.0,0.0,6.0,7.0,,
1195,馬偕醫學院,N 修,C 二技,,,,,,,,,,,,,,,,,01 新北市,2 技職,112,新北市,48.0,私立,3.0,45.0,0.0,0.0,0.0,0.0,3.0,30.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1196,法鼓文理學院,D 日,D 博士,,,,,,,,,,,,,,,,,01 新北市,1 一般,112,新北市,26.0,私立,12.0,14.0,4.0,3.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,1.0,0.0,3.0,0.0,0.0,,
1196,法鼓文理學院,D 日,M 碩士,,,,,,,,,,,,,,,,,01 新北市,1 一般,112,新北市,247.0,私立,59.0,188.0,13.0,37.0,19.0,47.0,10.0,57.0,17.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1196,法鼓文理學院,N 職,M 碩士,,,,,,,,,,,,,,,,,01 新北市,1 一般,112,新北市,20.0,私立,4.0,16.0,4.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1196,法鼓文理學院,D 日,B 學士,,,,,,,,,,,,,,,,,01 新北市,1 一般,112,新北市,51.0,私立,25.0,26.0,6.0,9.0,8.0,9.0,4.0,5.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,
1196,法鼓文理學院,P 進,B 學士,,,,,,,,,,,,,,,,,01 新北市,1 一般,112,新北市,19.0,私立,3.0,16.0,3.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1282,馬偕醫護管理專科學校,N 修,2 二專,,,,,,,,,,,,,,,,,30 臺北市,2 技職,112,臺北市,148.0,私立,70.0,78.0,21.0,15.0,30.0,41.0,19.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1282,馬偕醫護管理專科學校,D 日,5 五專,,,,,,,,,,,,,,,,,30 臺北市,2 技職,112,臺北市,3932.0,私立,558.0,3374.0,141.0,725.0,120.0,694.0,123.0,672.0,82.0,582.0,67.0,582.0,0.0,0.0,0.0,0.0,25.0,119.0,,
1283,仁德醫護管理專科學校,N 修,2 二專,,,,,,,,,,,,,,,,,05 苗栗縣,2 技職,112,苗栗縣,377.0,私立,185.0,192.0,110.0,106.0,68.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,,
1283,仁德醫護管理專科學校,D 日,5 五專,,,,,,,,,,,,,,,,,05 苗栗縣,2 技職,112,苗栗縣,5465.0,私立,1228.0,4237.0,239.0,840.0,237.0,801.0,228.0,808.0,257.0,807.0,165.0,736.0,0.0,0.0,0.0,0.0,102.0,245.0,,
1284,樹人醫護管理專科學校,N 修,2 二專,,,,,,,,,,,,,,,,,12 高雄市,2 技職,112,高雄市,528.0,私立,258.0,270.0,110.0,105.0,89.0,106.0,28.0,41.0,24.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,,
1284,樹人醫護管理專科學校,D 日,5 五專,,,,,,,,,,,,,,,,,12 高雄市,2 技職,112,高雄市,6713.0,私立,1349.0,5364.0,302.0,1199.0,258.0,1118.0,300.0,1011.0,216.0,995.0,208.0,886.0,0.0,0.0,0.0,0.0,65.0,155.0,,
1285,慈惠醫護管理專科學校,D 日,2 二專,,,,,,,,,,,,,,,,,13 屏東縣,2 技職,112,屏東縣,60.0,私立,8.0,52.0,0.0,21.0,8.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,,
1285,慈惠醫護管理專科學校,N 修,2 二專,,,,,,,,,,,,,,,,,13 屏東縣,2 技職,112,屏東縣,157.0,私立,70.0,87.0,25.0,30.0,16.0,34.0,14.0,8.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,,
1285,慈惠醫護管理專科學校,D 日,5 五專,,,,,,,,,,,,,,,,,13 屏東縣,2 技職,112,屏東縣,1938.0,私立,411.0,1527.0,52.0,188.0,73.0,222.0,83.0,293.0,78.0,330.0,85.0,365.0,0.0,0.0,0.0,0.0,40.0,129.0,,
1286,耕莘健康管理專科學校,N 修,2 二專,,,,,,,,,,,,,,,,,01 新北市,2 技職,112,新北市,104.0,私立,5.0,99.0,3.0,62.0,2.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,
1286,耕莘健康管理專科學校,D 日,5 五專,,,,,,,,,,,,,,,,,01 新北市,2 技職,112,新北市,3940.0,私立,404.0,3536.0,97.0,704.0,70.0,695.0,76.0,664.0,72.0,638.0,51.0,618.0,0.0,0.0,0.0,0.0,38.0,217.0,,
1287,敏惠醫護管理專科學校,N 修,2 二專,,,,,,,,,,,,,,,,,11 臺南市,2 技職,112,臺南市,87.0,私立,24.0,63.0,9.0,36.0,8.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,,
1287,敏惠醫護管理專科學校,D 日,5 五專,,,,,,,,,,,,,,,,,11 臺南市,2 技職,112,臺南市,3486.0,私立,481.0,3005.0,93.0,545.0,91.0,561.0,100.0,625.0,93.0,611.0,74.0,563.0,0.0,0.0,0.0,0.0,30.0,100.0,,
1289,育英醫護管理專科學校,D 日,5 五專,,,,,,,,,,,,,,,,,50 高雄市,2 技職,112,高雄市,1833.0,私立,200.0,1633.0,39.0,343.0,34.0,328.0,31.0,299.0,37.0,310.0,46.0,276.0,0.0,0.0,0.0,0.0,13.0,77.0,,
1291,聖母醫護管理專科學校,D 日,2 二專,,,,,,,,,,,,,,,,,02 宜蘭縣,2 技職,112,宜蘭縣,2.0,私立,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,
1291,聖母醫護管理專科學校,N 修,2 二專,,,,,,,,,,,,,,,,,02 宜蘭縣,2 技職,112,宜蘭縣,52.0,私立,33.0,19.0,22.0,11.0,11.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,
1291,聖母醫護管理專科學校,D 日,5 五專,,,,,,,,,,,,,,,,,02 宜蘭縣,2 技職,112,宜蘭縣,1466.0,私立,226.0,1240.0,43.0,223.0,26.0,209.0,40.0,246.0,42.0,238.0,47.0,260.0,0.0,0.0,0.0,0.0,28.0,64.0,,
1292,新生醫護管理專科學校,N 修,2 二專,,,,,,,,,,,,,,,,,03 桃園市,2 技職,112,桃園市,79.0,私立,12.0,67.0,7.0,37.0,5.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,
1292,新生醫護管理專科學校,D 日,5 五專,,,,,,,,,,,,,,,,,03 桃園市,2 技職,112,桃園市,5978.0,私立,762.0,5216.0,201.0,1107.0,157.0,1060.0,126.0,1061.0,145.0,990.0,109.0,897.0,0.0,0.0,0.0,0.0,24.0,101.0,,
1293,崇仁醫護管理專科學校,D 日,5 五專,,,,,,,,,,,,,,,,,10 嘉義縣,2 技職,112,嘉義縣,3017.0,私立,460.0,2557.0,112.0,515.0,83.0,496.0,96.0,484.0,83.0,488.0,67.0,529.0,0.0,0.0,0.0,0.0,19.0,45.0,,
3002,臺北市立大學,D 日,D 博士,,,,,,,,,,,,,,,,,30 臺北市,1 一般,112,臺北市,208.0,私立,94.0,114.0,17.0,11.0,14.0,17.0,15.0,17.0,15.0,21.0,11.0,14.0,6.0,9.0,16.0,25.0,0.0,0.0,,
3002,臺北市立大學,D 日,M 碩士,,,,,,,,,,,,,,,,,30 臺北市,1 一般,112,臺北市,1330.0,私立,413.0,917.0,137.0,265.0,103.0,233.0,85.0,199.0,46.0,121.0,27.0,55.0,15.0,43.0,0.0,1.0,0.0,0.0,,
3002,臺北市立大學,N 職,M 碩士,,,,,,,,,,,,,,,,,30 臺北市,1 一般,112,臺北市,1248.0,私立,341.0,907.0,114.0,274.0,102.0,253.0,52.0,156.0,32.0,85.0,24.0,89.0,17.0,50.0,0.0,0.0,0.0,0.0,,
3002,臺北市立大學,D 日,B 學士,,,,,,,,,,,,,,,,,30 臺北市,1 一般,112,臺北市,5275.0,私立,2287.0,2988.0,535.0,759.0,547.0,662.0,518.0,715.0,515.0,698.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,154.0,,
1,國立政治大學,D 日,D 博士,,,,,,,,,,,,,,,,,30 臺北市,1 一般,113,臺北市,897.0,公立,482.0,415.0,77.0,65.0,79.0,62.0,67.0,61.0,79.0,62.0,61.0,62.0,47.0,59.0,72.0,44.0,0.0,0.0,0.0,0.0
1,國立政治大學,D 日,M 碩士,,,,,,,,,,,,,,,,,30 臺北市,1 一般,113,臺北市,4337.0,公立,1904.0,2433.0,659.0,810.0,614.0,818.0,375.0,473.0,253.0,331.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1,國立政治大學,N 職,M 碩士,,,,,,,,,,,,,,,,,30 臺北市,1 一般,113,臺北市,1864.0,公立,902.0,962.0,264.0,290.0,277.0,296.0,174.0,184.0,117.0,129.0,70.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,國立政治大學,D 日,B 學士,,,,,,,,,,,,,,,,,30 臺北市,1 一般,113,臺北市,9801.0,公立,3991.0,5810.0,920.0,1269.0,905.0,1349.0,871.0,1373.0,920.0,1351.0,0.0,0.0,0.0,0.0,0.0,0.0,375.0,468.0,0.0,0.0
2,國立清華大學,D 日,D 博士,,,,,,,,,,,,,,,,,18 新竹市,1 一般,113,新竹市,1661.0,公立,1158.0,503.0,240.0,90.0,196.0,84.0,206.0,82.0,171.0,81.0,127.0,62.0,93.0,49.0,125.0,55.0,0.0,0.0,0.0,0.0
2,國立清華大學,D 日,M 碩士,,,,,,,,,,,,,,,,,18 新竹市,1 一般,113,新竹市,5886.0,公立,3513.0,2373.0,1357.0,872.0,1296.0,876.0,607.0,377.0,249.0,233.0,4.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2,國立清華大學,N 職,M 碩士,,,,,,,,,,,,,,,,,18 新竹市,1 一般,113,新竹市,1415.0,公立,517.0,898.0,207.0,278.0,187.0,267.0,55.0,149.0,36.0,99.0,28.0,68.0,0.0,4.0,4.0,33.0,0.0,0.0,0.0,0.0
2,國立清華大學,D 日,B 學士,,,,,,,,,,,,,,,,,18 新竹市,1 一般,113,新竹市,9307.0,公立,5059.0,4248.0,1209.0,1007.0,1178.0,999.0,1204.0,1025.0,1184.0,961.0,0.0,0.0,0.0,0.0,0.0,0.0,284.0,256.0,0.0,0.0
3,國立臺灣大學,D 日,D 博士,,,,,,,,,,,,,,,,,30 臺北市,1 一般,113,臺北市,3779.0,公立,2494.0,1285.0,441.0,266.0,431.0,214.0,382.0,196.0,407.0,212.0,316.0,159.0,236.0,103.0,281.0,135.0,0.0,0.0,0.0,0.0
3,國立臺灣大學,D 日,M 碩士,,,,,,,,,,,,,,,,,30 臺北市,1 一般,113,臺北市,11647.0,公立,6893.0,4754.0,2597.0,1825.0,2533.0,1683.0,1120.0,785.0,643.0,461.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,國立臺灣大學,N 職,M 碩士,,,,,,,,,,,,,,,,,30 臺北市,1 一般,113,臺北市,1629.0,公立,970.0,659.0,322.0,246.0,310.0,226.0,137.0,91.0,89.0,32.0,52.0,28.0,60.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0
3,國立臺灣大學,D 日,B 學士,,,,,,,,,,,,,,,,,30 臺北市,1 一般,113,臺北市,17432.0,公立,9688.0,7744.0,2147.0,1760.0,2199.0,1727.0,2133.0,1725.0,2085.0,1615.0,186.0,139.0,158.0,88.0,0.0,1.0,780.0,689.0,0.0,0.0
4,國立臺灣師範大學,D 日,D 博士,,,,,,,,,,,,,,,,,30 臺北市,3 師範,113,臺北市,1297.0,公立,602.0,695.0,117.0,115.0,101.0,123.0,105.0,108.0,99.0,111.0,64.0,99.0,57.0,57.0,59.0,82.0,0.0,0.0,0.0,0.0
4,國立臺灣師範大學,D 日,M 碩士,,,,,,,,,,,,,,,,,30 臺北市,3 師範,113,臺北市,4407.0,公立,1868.0,2539.0,664.0,891.0,602.0,778.0,381.0,504.0,221.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,國立臺灣師範大學,N 職,M 碩士,,,,,,,,,,,,,,,,,30 臺北市,3 師範,113,臺北市,2333.0,公立,716.0,1617.0,249.0,478.0,202.0,496.0,132.0,311.0,62.0,162.0,40.0,110.0,31.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0
4,國立臺灣師範大學,D 日,B 學士,,,,,,,,,,,,,,,,,30 臺北市,3 師範,113,臺北市,8587.0,公立,3899.0,4688.0,928.0,1130.0,921.0,1092.0,873.0,1065.0,863.0,1038.0,0.0,0.0,0.0,0.0,0.0,0.0,314.0,363.0,0.0,0.0
5,國立成功大學,D 日,D 博士,,,,,,,,,,,,,,,,,21 臺南市,1 一般,113,臺南市,1929.0,公立,1276.0,653.0,259.0,135.0,211.0,122.0,210.0,97.0,206.0,115.0,151.0,93.0,132.0,49.0,107.0,42.0,0.0,0.0,0.0,0.0
5,國立成功大學,D 日,M 碩士,,,,,,,,,,,,,,,,,21 臺南市,1 一般,113,臺南市,7625.0,公立,4909.0,2716.0,2121.0,1095.0,1968.0,1106.0,592.0,357.0,225.0,149.0,3.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
5,國立成功大學,N 職,M 碩士,,,,,,,,,,,,,,,,,21 臺南市,1 一般,113,臺南市,1603.0,公立,915.0,688.0,299.0,252.0,257.0,227.0,186.0,116.0,105.0,65.0,67.0,28.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,國立成功大學,D 日,B 學士,,,,,,,,,,,,,,,,,21 臺南市,1 一般,113,臺南市,12224.0,公立,7449.0,4775.0,1723.0,1146.0,1686.0,1160.0,1716.0,1077.0,1714.0,1033.0,104.0,88.0,76.0,40.0,0.0,0.0,430.0,231.0,0.0,0.0
6,國立中興大學,D 日,D 博士,,,,,,,,,,,,,,,,,19 臺中市,1 一般,113,臺中市,1058.0,公立,688.0,370.0,123.0,67.0,109.0,68.0,113.0,59.0,105.0,58.0,80.0,40.0,61.0,29.0,97.0,49.0,0.0,0.0,0.0,0.0
6,國立中興大學,D 日,M 碩士,,,,,,,,,,,,,,,,,19 臺中市,1 一般,113,臺中市,3969.0,公立,2348.0,1621.0,988.0,675.0,940.0,658.0,305.0,213.0,114.0,72.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,國立中興大學,N 職,M 碩士,,,,,,,,,,,,,,,,,19 臺中市,1 一般,113,臺中市,1777.0,公立,1134.0,643.0,385.0,240.0,360.0,227.0,174.0,92.0,138.0,44.0,77.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,國立中興大學,D 日,B 學士,,,,,,,,,,,,,,,,,19 臺中市,1 一般,113,臺中市,8232.0,公立,4632.0,3600.0,1093.0,842.0,1081.0,843.0,1078.0,894.0,1131.0,842.0,39.0,36.0,0.0,0.0,0.0,0.0,210.0,143.0,0.0,0.0
6,國立中興大學,P 進,B 學士,,,,,,,,,,,,,,,,,19 臺中市,1 一般,113,臺中市,809.0,公立,342.0,467.0,77.0,103.0,68.0,99.0,74.0,119.0,71.0,96.0,38.0,42.0,0.0,0.0,0.0,0.0,14.0,8.0,0.0,0.0
7,國立陽明交通大學,D 日,D 博士,,,,,,,,,,,,,,,,,18 新竹市,1 一般,113,新竹市,2637.0,公立,1781.0,856.0,372.0,200.0,318.0,128.0,267.0,149.0,261.0,114.0,193.0,104.0,160.0,89.0,210.0,72.0,0.0,0.0,0.0,0.0
7,國立陽明交通大學,D 日,M 碩士,,,,,,,,,,,,,,,,,18 新竹市,1 一般,113,新竹市,8725.0,公立,5480.0,3245.0,1942.0,1200.0,1814.0,1160.0,1279.0,664.0,442.0,218.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,國立陽明交通大學,N 職,M 碩士,,,,,,,,,,,,,,,,,18 新竹市,1 一般,113,新竹市,1984.0,公立,1236.0,748.0,375.0,266.0,373.0,254.0,217.0,119.0,172.0,63.0,99.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,國立陽明交通大學,D 日,B 學士,,,,,,,,,,,,,,,,,18 新竹市,1 一般,113,新竹市,8771.0,公立,5600.0,3171.0,1342.0,768.0,1301.0,671.0,1179.0,697.0,1240.0,673.0,142.0,117.0,133.0,127.0,9.0,0.0,254.0,118.0,0.0,0.0
8,國立中央大學,D 日,D 博士,,,,,,,,,,,,,,,,,03 桃園市,1 一般,113,桃園市,905.0,公立,610.0,295.0,120.0,67.0,105.0,47.0,102.0,51.0,99.0,47.0,69.0,30.0,48.0,20.0,67.0,33.0,0.0,0.0,0.0,0.0
8,國立中央大學,D 日,M 碩士,,,,,,,,,,,,,,,,,03 桃園市,1 一般,113,桃園市,3898.0,公立,2543.0,1355.0,1109.0,584.0,966.0,507.0,333.0,185.0,135.0,78.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
